timestamp,node_id,date,latitude,longitude,rainfall,soil_moisture,slope,elevation,flow_accumulation,ground_tilt,forecast_rainfall,historical_flood_risk,historical_landslide_risk,flood_event,landslide_event,drainage_distance,stream_distance,rainfall_24h,rainfall_3d_cum,rainfall_7d_cum,rainfall_14d_cum,rainfall_30d_cum,rainfall_3d_max,rainfall_7d_max,rainfall_delta_1d,rainfall_delta_3d,soil_saturation_proxy,API,API_7d,API_14d,rainfall_intensity_on_wet
2026-01-01 00:00:00,NODE_01,2026-01-01,27.1,88.1,5.368869529478628,72.73647296812591,30.347787857055664,1719.0,18.105480752227813,-0.0289731637035035,9.066124875658772,0.1140957848879333,0.8923024981396522,0,0,15.950088799885174,31.90017759977035,5.368869529478628,5.368869529478628,5.368869529478628,5.368869529478628,5.368869529478628,5.368869529478628,5.368869529478628,,,0.8429862638304254,5.368869529478628,5.368869529478628,5.368869529478628,4.525883265648202
2026-01-01 01:00:00,NODE_01,2026-01-01,27.1,88.1,3.0708175719312862,46.338170987164105,30.347787857055664,1719.0,18.105480752227813,0.0544504990892386,2.639911636024714,0.1512468287349345,0.1853301795287144,0,0,15.950088799885174,31.90017759977035,8.439687101409914,8.439687101409914,8.439687101409914,8.439687101409914,8.439687101409914,5.368869529478628,5.368869529478628,,,0.8940642852610401,7.63435667198812,6.501613100733374,6.501613100733374,7.545622816148874
2026-01-01 02:00:00,NODE_01,2026-01-01,27.1,88.1,2.7947635074991366,25.845050168906813,30.347787857055664,1719.0,18.105480752227813,0.0057266683107731,5.779677216337962,0.2253169299512351,0.0789691621908286,0,0,15.950088799885174,31.90017759977035,11.23445060890905,11.23445060890905,11.23445060890905,11.23445060890905,11.23445060890905,5.368869529478628,5.368869529478628,,,0.918263595811012,9.283966678689035,7.429064293385262,7.429064293385262,10.316187013098038
2026-01-01 03:00:00,NODE_01,2026-01-01,27.1,88.1,2.7948092966558,74.40028411492058,30.347787857055664,1719.0,18.105480752227813,0.0475072735499415,2.037771165594803,0.250966661340298,0.2395101699095381,0,0,15.950088799885174,31.90017759977035,14.02925990556485,14.02925990556485,14.02925990556485,14.02925990556485,14.02925990556485,5.368869529478628,5.368869529478628,,,0.9334631241802044,10.68618097354148,8.243343463424317,8.243343463424317,13.095796781384646
2026-01-01 04:00:00,NODE_01,2026-01-01,27.1,88.1,11.516288386336026,59.08829748150635,30.347787857055664,1719.0,18.105480752227813,-0.0098976563284165,7.318556135533431,0.8506160578411378,0.7945782787001903,0,0,15.950088799885174,31.90017759977035,25.545548291900875,25.545548291900875,25.545548291900875,25.545548291900875,25.545548291900875,11.516288386336026,11.516288386336026,,,0.9623289001604424,20.599542213846284,10.71458321350871,10.71458321350871,24.583219391740432
2026-01-01 05:00:00,NODE_01,2026-01-01,27.1,88.1,6.622224039236843,49.69554064728834,30.347787857055664,1719.0,18.105480752227813,0.0658639113365592,2.15717420824353,0.5612227882825249,0.0346702667264833,0,0,15.950088799885174,31.90017759977035,32.16777233113772,32.16777233113772,32.16777233113772,32.16777233113772,32.16777233113772,11.516288386336026,11.516288386336026,,,0.9698502513217868,24.131834921006185,12.950791831424956,12.950791831424956,31.197922079815932
2026-01-01 06:00:00,NODE_01,2026-01-01,27.1,88.1,2.1884909530479466,83.44480695663152,30.347787857055664,1719.0,18.105480752227813,0.0200671813512394,12.20882950198228,0.5233909113743664,0.5828068350834896,0,0,15.950088799885174,31.90017759977035,34.356263284185665,34.356263284185665,34.356263284185665,34.356263284185665,34.356263284185665,11.516288386336026,11.516288386336026,,,0.9717164681130972,22.7005506359032,14.34361451777899,14.34361451777899,33.38454681607257
2026-01-01 07:00:00,NODE_01,2026-01-01,27.1,88.1,5.568896498754692,27.783823761430597,30.347787857055664,1719.0,18.105480752227813,0.1091253512088543,15.7812388869847,0.1147688718692174,0.99543751619131,0,0,15.950088799885174,31.90017759977035,39.92515978294036,39.92515978294036,39.92515978294036,39.92515978294036,39.92515978294036,11.516288386336026,11.516288386336026,,,0.975565153433638,24.86436453927241,15.65870827046567,15.65870827046567,38.94959462950672
2026-01-01 08:00:00,NODE_01,2026-01-01,27.1,88.1,4.34405033775162,54.48375730036014,30.347787857055664,1719.0,18.105480752227813,-0.0184760808411115,14.238973836150498,0.860139693349435,0.8556960938375394,0,0,15.950088799885174,31.90017759977035,44.26921012069198,44.26921012069198,44.26921012069198,44.26921012069198,44.26921012069198,11.516288386336026,11.516288386336026,,,0.9779099304508758,25.478760196133173,16.74982515109539,16.74982515109539,43.2913001902411
2026-01-01 09:00:00,NODE_01,2026-01-01,27.1,88.1,0.2404281575428491,20.79475513371933,30.347787857055664,1719.0,18.105480752227813,0.0102274698045372,6.696589308749638,0.7228143032084837,0.5214456890435895,0,0,15.950088799885174,31.90017759977035,44.50963827823482,44.50963827823482,44.50963827823482,44.50963827823482,44.50963827823482,11.516288386336026,11.516288386336026,,,0.978026632646776,21.897374324256045,17.264580068411455,17.264580068411455,43.53161164558804
2026-01-01 10:00:00,NODE_01,2026-01-01,27.1,88.1,1.136999251967144,52.80624493958884,30.347787857055664,1719.0,18.105480752227813,-0.0515788123435079,2.062022078467513,0.0676683619000015,0.0636409092866423,0,0,15.950088799885174,31.90017759977035,45.64663753020197,45.64663753020197,45.64663753020197,45.64663753020197,45.64663753020197,11.516288386336026,11.516288386336026,,,0.9785622275699392,19.749767427584786,17.49050619197267,17.49050619197267,44.66807530263203
2026-01-01 11:00:00,NODE_01,2026-01-01,27.1,88.1,4.620221389602642,23.94122929772861,30.347787857055664,1719.0,18.105480752227813,-0.0264649118773109,10.283897102816516,0.7078350972297687,0.8313735143857098,0,0,15.950088799885174,31.90017759977035,50.26685891980461,50.26685891980461,50.26685891980461,50.26685891980461,50.26685891980461,11.516288386336026,11.516288386336026,,,0.980494221392337,21.407523703049705,17.816924317895754,17.816924317895754,49.28636469841227
